UUID, brand, product
909d38c8-7c22-407f-ba97-9b572177b26f,Isuzu,Axiom
f829c7a4-2661-451f-b198-c6f53e71c33d,GMC,2500 Club Coupe
139d3382-d917-4dad-8932-71c4742faaa6,Kia,Sorento
2423a6f9-7d38-40d2-b342-05c7a5eea287,Plymouth,Colt
ea9b9be5-bc48-415c-bd19-0513af1df1a0,Porsche,944
759ba9ef-081f-4fd5-81b5-42936618e45f,Nissan,Murano
60a1ec26-f1dc-4592-9924-1d10bfacf1b1,BMW,M5
3bae6b5c-fbb9-488e-b182-1a0f65a5870c,Ram,2500
ded6ba57-9759-4ae4-8da3-19a7cd0a6ad6,Dodge,Ram Van B150
337aeb8c-b39c-4af7-ab62-da373b3c6510,Plymouth,Prowler
ed62b3e7-fcff-43dd-a423-fb6a98baccbc,Suzuki,SJ
fbb07a32-ffed-4131-b0e9-24adf8b1d142,Volkswagen,Jetta III
b87a5abd-5758-47c4-999e-57e3e951f39b,Ferrari,F430
b6f18dea-f911-4eba-80aa-b665d089541b,Saab,9-7X
9148829f-857f-4f30-a941-6bc1a80759f0,Lamborghini,Murciélago
180238c1-fa24-4902-9d3c-0e79fbf665a6,Lexus,GX
e4cf5462-6b6f-4479-9e82-a1fe3bb7a581,Chrysler,New Yorker
d213445f-9136-44c8-a0c8-68bd6d35c003,Dodge,Grand Caravan
26d76141-e32a-4e29-9829-4ce543a7eb08,Acura,TSX
4ada779e-1b66-443c-b00b-3e7ed17afbed,GMC,Sierra 3500
a1ca3ad5-a633-4277-82fd-625d44104d17,MINI,Cooper Clubman
1efab886-024a-44cf-986c-167f05231d34,Lincoln,Continental Mark VII
864c6b9a-2474-4329-9e46-0b6faffdbb5e,Oldsmobile,LSS
b57c11b4-fef9-4daa-bd23-40c10f2d8e51,Toyota,Camry Solara
b1bde7f8-561d-4450-8234-0ff308fa9a3f,Honda,Passport
d13cabfc-0edd-4529-876a-d9336fe7df81,Mercedes-Benz,Sprinter
33ef21c7-92bd-4152-aebc-55b4985a1d99,Hyundai,Tiburon
ebdcb625-778a-427c-94c3-5e2344774594,Mitsubishi,Endeavor
a56d636f-d5e4-4c6b-9d9b-6fa7106892d7,Mitsubishi,Eclipse
366a06b7-db6d-4794-9a6d-53e0935565f3,Chevrolet,Colorado
717ff67c-6aaf-4861-9dd1-41fe426c7c81,Volkswagen,Cabriolet
6cea3d48-1383-4f22-b45e-4c2711243b4f,Pontiac,Firebird
f0716e4e-b2c3-4e0a-9cc0-44edac657dad,Toyota,T100 Xtra
92c2a975-6fc3-4baa-886a-c03acbd6134c,Lincoln,MKX
43073b24-dc17-4640-b9d9-f61a79b8bb1b,Dodge,Ram Van 2500
ca6f4a6c-b907-482a-8333-d2f59c4957b5,Pontiac,G8
71f3ff3a-290d-4464-8caf-983ed950b977,Mitsubishi,Raider
25c0e48d-b6ac-4c79-ad41-b6958088e3d3,Daewoo,Leganza
4f2fcfb0-e16f-4d0e-b606-f7188e611898,Volkswagen,R32
e26ff0d1-0b68-4472-aada-3ad16e5f4cea,Fiat,500
64fc1759-fcf4-498e-b0e2-16a868c94f40,Smart,Fortwo
ce29d6ff-fb7e-4850-a297-4d60a84abf5b,Volkswagen,Quantum
011dcd0e-4d25-4784-9d89-ca17cf4ce541,Toyota,Camry Hybrid
98c575bc-9cb0-46cf-88bf-08c41c62d03d,Pontiac,Sunbird
484d92d9-0af9-4abd-b2f5-4570b04e2638,Jaguar,X-Type
80e4046f-8714-429e-819c-6b63f386c35b,Subaru,Leone
74514941-8f9c-41cc-9ac9-250f4f7784d5,GMC,Yukon XL 1500
e279a07f-340a-4be3-bb7d-2a0d73a9681f,Lincoln,MKS
4392d906-10c1-4978-a88e-24eac7f58791,Ford,Ranger
96a1a535-6299-425a-a49f-820717781186,Honda,S2000
2099fdfc-7ed4-4316-b928-6667a44b4c91,Infiniti,G37
4f5fe2ac-e496-44b6-bf99-bfd3ebe9b142,Chevrolet,Cruze
c8f7ef48-ee27-444d-aa44-4548941b15f1,Corbin,Sparrow
46715897-eeb1-4620-84b8-1899b7063263,Pontiac,Gemini
459db150-cc50-4555-9f4f-96eacbb498ea,Hyundai,Excel
15c8f364-b5db-4a70-8acd-9e1ea43006d1,Volkswagen,Golf III
defdce7f-a1aa-4b76-ae7a-e960f734f547,Plymouth,Horizon
10a54f9a-4dcb-4d4f-bd63-0a82d2f17193,Lotus,Exige
b9ee91b5-7307-48b9-9795-dfc1f3cb5340,Plymouth,Breeze
a46f3119-00b9-46f2-ba47-4fb58eb6f344,Ford,Expedition EL
3441d562-7ac4-4ba6-8aac-84e60abb0f8f,Volkswagen,Phaeton
1ff7d57a-7c00-40dd-bdce-439586a3d9e0,Toyota,Previa
db5b8bda-bd6a-42e0-81e6-f99fcb5f2f60,Nissan,Quest
8a21953b-32a0-46f4-a030-6b27e8338325,Mercury,Monterey
5aab1bdf-f9fe-453a-ac97-33032cd0e1bb,Volkswagen,Jetta
9440d0ef-abaf-4242-bf25-952cfdb7fdae,Lincoln,Continental
7e5db194-1cfb-429a-ab15-fc92dd94f0e8,Honda,Civic Si
bd5a48e3-2bff-441a-b65f-4f95008b0c4e,Buick,Skylark
cacf2ff5-cc43-433f-9d85-c5d0186a1d2f,Chevrolet,Tracker
b8df01dc-bea0-4439-9ef0-2a3b4edad2dd,Infiniti,I
5170cc1e-557a-4aa7-ad31-e0619e47a2f3,Audi,S8
40ce780c-ab85-4cc0-9717-c3dcb581dd9a,Jaguar,S-Type
349d537d-7028-41c4-a93f-95a9300a79ca,Mitsubishi,Precis
81841804-537f-4059-a6fb-90f8d65315ac,BMW,325
7d808645-6df4-4767-8d5b-03279fcdcbbc,Chevrolet,Sportvan G20
28b1b5ac-2ade-4734-887b-dcc6df95bc83,GMC,Canyon
8f9887ab-3507-4efb-b5cd-27f8a6fe9059,Acura,SLX
a4f7fc5c-a55a-446f-aecb-6f142842eb67,Cadillac,Escalade EXT
19ba1a5e-8083-4fca-9efe-11b43a333ab2,Mitsubishi,Truck
779e91b6-a8e9-4846-ba53-1b570f7e2b95,BMW,Z4 M
bf5b981e-a38f-477a-bad5-113bae0f3139,Mercedes-Benz,Sprinter 2500
2b6e55e3-b841-4b65-8403-e89fe1087357,Isuzu,Trooper
1fb938a4-9cda-4fcb-8ef4-914b6fcd4b13,Jeep,Liberty
b9b1019a-b527-4d20-a235-2abc372a98fc,Mercedes-Benz,GLK-Class
de8198a5-7ec3-440e-a198-f48d215ffbd7,Buick,Somerset
9cbd1f70-7ed8-4be8-a709-04dc814e6313,Chevrolet,Sportvan G10
7f5f6a04-6fb4-4191-812f-27a05db72f3c,Mitsubishi,Excel
836cc00b-75bc-4b5b-89be-c9fd9a916029,Mercury,Tracer
aafe63d7-1e64-4fbf-b578-1a90c5cde9aa,Infiniti,FX
995813d2-0146-4cd4-a423-201630479814,GMC,Acadia
bc7fac4b-8b04-4475-a312-0331b9c54123,Porsche,924
606d02c3-5102-444d-9dad-7c3af85229a0,Acura,RSX
f5e6ee9b-f0d0-4bc5-aad5-f85b4ef46795,Chevrolet,Express 3500
069c6d09-147a-4c65-90e3-184638d4f873,Dodge,Ram Van 3500
756044b1-11b0-42a2-aaff-877e355b9195,Ford,F-Series
92e51a89-ee5e-4515-94e7-27bf05e6d615,Chevrolet,Avalanche 1500
a3f385d8-24d9-49f3-a081-6ae8b99ccf79,Ford,E-Series
58ff83b2-c5fc-4db9-abde-928aabb2da7c,Lotus,Esprit
9cb4054c-5499-4617-a0b7-6892a86350a4,Mitsubishi,Mirage
a1664ec9-ed29-4d10-b0fa-f424a2f7d22b,GMC,Yukon XL 2500
d0a7bac5-def2-4fe9-b29a-7f9a3e2257cd,Toyota,Matrix
644c7319-7327-409e-a03f-6a7df4216d19,GMC,Savana 2500
f5518e4b-40d0-4481-9c65-aa8d617cf349,Volkswagen,riolet
70d0fc65-6d0b-4b27-83dd-d59510a59bec,Chrysler,Crossfire Roadster
576e82c8-f159-434a-9957-6472fa7cd376,BMW,3 Series
a8991e4a-1cb0-4422-884c-1892987c6179,Pontiac,Vibe
1a4f388b-efed-40f6-b30c-a7e306a3380c,Ford,Explorer Sport Trac
74ba80fd-1a26-459f-a8e7-7bbffc55536c,Volvo,C70
fbb60933-026d-459e-9580-ca171a7d7703,Land Rover,Range Rover Sport
922935a7-e6c1-417a-8c09-f15fcef36c31,Pontiac,Sunfire
22cf4e4a-6c7b-4bb9-8601-353f6e91ad4b,Subaru,Legacy
9a994fe3-595a-4ea4-81cb-084ef9e8254d,BMW,M3
72e795a4-bbee-4490-af8b-3c0b43425359,Mazda,Navajo
e9f3344c-01f5-4d5b-9a43-d66b803486aa,Buick,Enclave
a5390883-73be-4531-b087-830b18cccfdd,Mazda,Miata MX-5
8461076b-0b1c-406e-a266-0926def36a60,Jeep,Compass
3d48ca54-fcca-46f0-a0cd-ac587331c92f,Eagle,Talon
d3316b25-6721-4b3f-9e95-3b3eb3df11cd,Audi,A4
26049904-a7c7-4e16-8967-8b637020cf46,Mercedes-Benz,E-Class
c96d15f3-b969-4963-98d0-9fc11df6c5c4,Toyota,Solara
7c2ce8f7-070c-4715-968e-1188a5fbb186,Chrysler,PT Cruiser
bce461b2-f1f8-4e2b-b859-deb6cb93f843,Mazda,RX-8
8c471c94-7442-446f-8806-f5d65f4b05db,Plymouth,Laser
01c35365-6494-46f0-8015-f84baa3db565,Chevrolet,Silverado
c3db138d-0747-469b-b91b-b23dc077111f,Chevrolet,Express 2500
b0359986-cb7a-4659-a78a-a1e780d285e9,Acura,Integra
a87097ab-344a-4566-8659-571ba0440c39,Audi,90
122f8b47-c408-41c6-8f70-d93202546378,Volvo,850
c6212c35-f741-453a-8407-9215ec8f4538,Chevrolet,Avalanche
9c779904-b1fd-4f5a-94fa-33a805beaef5,Toyota,RAV4
e57c3b9c-55ec-4823-b1d5-75b7d3e06762,Land Rover,Range Rover
e340f70a-d7ad-4fc4-befd-16929e489dd6,Mitsubishi,Expo
a214bde6-1141-4701-bf44-affaeba6757d,Nissan,Altima
bb7e1472-a86f-4800-9211-2f5cebd7ba26,Mercedes-Benz,SLK-Class
631492b3-9021-40db-9670-ddf8bc34ad01,Mercury,Sable
be3318a2-0ea2-48cf-9d3d-ec669f03ad4e,Nissan,Versa
d15cac04-15c5-4a9f-a9c5-c7ff23d26406,Kia,Sportage
aa8bdfa9-54ab-4cbf-8e5d-1e0fab6d21e4,Cadillac,Escalade ESV
3eda5ba6-8dc9-4da9-bb27-0c1b9db5e065,Mercury,Villager
73f36c12-f13e-45c7-bed4-0cbbd7d27955,Infiniti,QX
f0c1343e-b08c-414d-8b60-47472c3a0ed3,Chevrolet,Traverse
dc0f556d-0799-4caf-a423-9d4d7063d8ab,Hyundai,Veloster
9ab8518e-13b0-43e6-8a22-e9af70771761,Nissan,Titan
4de10688-f384-46a9-920e-41dfa4bd36d4,Volkswagen,rio
ec64b6dd-b540-4ba3-9224-71d8244bcc11,Ford,Mustang
c9733f70-7b2a-4841-a9cc-9e33e55e9835,Honda,CR-Z
71abca15-24ad-4895-80e6-9e31a0db5275,Ford,Explorer Sport
